L1	L2	D'	LOD	r^2	CIlow	CIhi	Dist	T-int
rs1433779	rs6880977	0.772	1.43	0.045	0.24	0.94	64060	-
rs1433779	rs3910253	0.674	0.67	0.022	0.11	0.91	66189	-
rs1433779	rs10070913	1.0	0.41	0.005	0.07	0.98	68185	-
rs1433779	rs3910251	0.701	0.81	0.026	0.13	0.92	71458	-
rs1433779	rs693845	0.701	0.81	0.026	0.13	0.92	72879	-
rs1433779	rs158836	1.0	1.04	0.017	0.16	0.99	74188	-
rs1433779	rs158842	1.0	1.58	0.025	0.28	1.0	77817	-
rs1433779	rs158845	1.0	1.31	0.026	0.22	1.0	78535	-
rs1433779	rs166078	1.0	1.58	0.025	0.28	1.0	79293	-
rs1433779	rs149402	1.0	1.12	0.018	0.18	0.99	79512	-
rs1433779	rs566509	1.0	0.33	0.004	0.06	0.98	83636	-
rs1433779	rs158850	1.0	0.92	0.015	0.14	0.99	88469	-
rs1433779	rs6893725	1.0	0.64	0.007	0.09	0.99	88893	-
rs1433779	rs17062147	1.0	0.33	0.004	0.06	0.98	89966	-
rs1433779	rs158851	1.0	1.82	0.029	0.33	1.0	90603	-
rs1433779	rs158829	1.0	0.4	0.008	0.07	0.98	93906	-
rs1433779	rs537788	1.0	1.65	0.031	0.29	1.0	94742	-
rs1433779	rs424217	1.0	1.0	0.016	0.15	0.99	102779	-
rs1433779	rs509502	1.0	2.23	0.043	0.4	1.0	103327	-
rs1433779	rs292404	1.0	0.4	0.008	0.07	0.98	105617	-
rs1433779	rs292406	1.0	0.99	0.016	0.15	0.99	107036	-
rs1433779	rs3133041	1.0	0.46	0.009	0.07	0.98	108363	-
rs1433779	rs558968	1.0	2.23	0.043	0.4	1.0	115015	-
rs1433779	rs10057965	1.0	0.78	0.013	0.12	0.99	124745	-
rs1433779	rs531314	1.0	0.28	0.003	0.05	0.98	129557	-
rs1433779	rs489835	1.0	0.32	0.024	0.06	0.98	131738	-
rs1433779	rs4869096	0.823	0.1	0.005	0.04	0.97	141988	-
rs1433779	rs516512	0.67	0.08	0.005	0.04	0.96	142572	-
rs1433779	rs520002	0.376	0.1	0.003	0.03	0.85	142916	-
rs1433779	rs13328108	1.0	0.47	0.005	0.07	0.98	144522	-
rs1433779	rs497083	0.555	0.31	0.014	0.06	0.88	145579	-
rs1433779	rs580015	1.0	1.01	0.036	0.16	0.99	148797	-
rs1433779	rs10515864	0.701	0.07	0.004	0.04	0.97	157792	-
rs1433779	rs17610788	0.209	0.02	0.001	0.02	0.84	170404	-
rs1433779	rs642305	0.464	0.18	0.008	0.04	0.87	171640	-
rs1433779	rs17538699	0.312	0.02	0.001	0.03	0.96	175070	-
rs294594	rs985254	0.925	6.01	0.2	0.67	0.98	1780	228.73
rs294594	rs10037424	1.0	0.66	0.007	0.1	0.99	2039	-
rs294594	rs294588	0.563	2.53	0.098	0.28	0.75	2944	-
rs294594	rs294587	1.0	4.29	0.076	0.65	1.0	3487	-
rs294594	rs6862542	0.594	1.17	0.032	0.17	0.83	12778	-
rs294594	rs294580	1.0	4.94	0.087	0.69	1.0	18479	-
rs294594	rs6876181	1.0	2.16	0.067	0.39	1.0	25764	-
rs294594	rs1432655	0.541	1.13	0.042	0.15	0.78	33211	-
rs294594	rs1433781	0.541	1.13	0.042	0.15	0.78	38438	-
rs294594	rs17668553	1.0	0.88	0.01	0.13	0.99	42293	-
rs294594	rs159199	0.623	1.41	0.043	0.21	0.84	45526	-
rs294594	rs292410	0.18	0.1	0.004	0.01	0.57	47814	-
rs294594	rs6878378	0.479	5.31	0.23	0.31	0.62	50373	-
rs294594	rs3849745	0.389	0.43	0.015	0.05	0.71	63030	-
rs294594	rs6880977	0.389	0.43	0.015	0.05	0.71	63552	-
rs294594	rs3910253	0.433	1.33	0.04	0.14	0.66	65681	-
rs294594	rs10070913	0.827	9.69	0.417	0.63	0.93	67677	-
rs294594	rs3910251	0.454	1.53	0.047	0.16	0.68	70950	-
rs294594	rs693845	0.454	1.53	0.047	0.16	0.68	72371	-
rs294594	rs158836	0.531	0.77	0.02	0.1	0.8	73680	-
rs294594	rs158842	0.367	0.84	0.04	0.08	0.61	77309	-
rs294594	rs158845	0.355	0.77	0.037	0.07	0.6	78027	-
rs294594	rs166078	0.367	0.84	0.04	0.08	0.61	78785	-
rs294594	rs149402	0.387	0.32	0.011	0.04	0.74	79004	-
rs294594	rs566509	1.0	0.74	0.016	0.11	0.99	83128	-
rs294594	rs158850	0.286	0.15	0.005	0.03	0.71	87961	-
rs294594	rs6893725	0.257	1.56	0.064	0.09	0.42	88385	-
rs294594	rs17062147	1.0	0.74	0.016	0.11	0.99	89458	-
rs294594	rs158851	0.256	0.41	0.017	0.03	0.53	90095	-
rs294594	rs158829	0.493	0.24	0.008	0.05	0.87	93398	-
rs294594	rs537788	0.397	0.57	0.021	0.06	0.69	94234	-
rs294594	rs424217	0.279	0.14	0.005	0.03	0.7	102271	-
rs294594	rs509502	0.37	0.55	0.024	0.06	0.66	102819	-
rs294594	rs292404	0.493	0.24	0.008	0.05	0.87	105109	-
rs294594	rs292406	0.49	0.44	0.016	0.06	0.82	106528	-
rs294594	rs3133041	0.474	0.22	0.008	0.05	0.86	107855	-
rs294594	rs558968	0.244	0.23	0.01	0.02	0.58	114507	-
rs294594	rs10057965	0.319	1.48	0.059	0.11	0.51	124237	-
rs294594	rs531314	0.914	7.62	0.335	0.66	0.98	129049	-
rs294594	rs489835	0.298	0.83	0.027	0.06	0.53	131230	-
rs294594	rs4869096	0.003	0.0	0.0	-0.01	0.22	141480	-
rs294594	rs516512	0.324	1.88	0.069	0.13	0.5	142064	-
rs294594	rs520002	0.328	0.91	0.035	0.08	0.56	142408	-
rs294594	rs13328108	1.0	0.4	0.022	0.07	0.98	144014	-
rs294594	rs497083	0.235	0.3	0.009	0.02	0.53	145071	-
rs294594	rs580015	0.242	0.43	0.012	0.03	0.51	148289	-
rs294594	rs10515864	0.784	0.27	0.02	0.06	0.97	157284	-
rs294594	rs17610788	0.411	0.27	0.011	0.04	0.79	169896	-
rs294594	rs642305	0.282	0.47	0.015	0.04	0.56	171132	-
rs294594	rs17538699	0.256	1.2	0.051	0.07	0.44	174562	-
rs985254	rs10037424	1.0	1.27	0.055	0.21	1.0	259	262.77
rs985254	rs294588	0.954	27.6	0.688	0.86	0.99	1164	-
rs985254	rs294587	0.939	18.06	0.493	0.82	0.99	1707	-
rs985254	rs6862542	0.922	20.68	0.572	0.81	0.97	10998	-
rs985254	rs294580	0.539	5.66	0.184	0.36	0.68	16699	-
rs985254	rs6876181	1.0	10.65	0.286	0.85	1.0	23984	-
rs985254	rs1432655	0.657	7.63	0.266	0.49	0.78	31431	-
rs985254	rs1433781	0.657	7.63	0.266	0.49	0.78	36658	-
rs985254	rs17668553	0.76	1.15	0.025	0.19	0.93	40513	-
rs985254	rs159199	0.51	5.91	0.208	0.35	0.64	43746	-
rs985254	rs292410	0.616	5.64	0.21	0.43	0.75	46034	-
rs985254	rs6878378	0.033	0.01	0.0	0.0	0.41	48593	-
rs985254	rs3849745	0.646	5.01	0.177	0.43	0.79	61250	-
rs985254	rs6880977	0.646	5.01	0.177	0.43	0.79	61772	-
rs985254	rs3910253	0.347	2.22	0.078	0.16	0.5	63901	-
rs985254	rs10070913	0.553	0.83	0.044	0.11	0.81	65897	-
rs985254	rs3910251	0.332	1.87	0.066	0.14	0.5	69170	-
rs985254	rs693845	0.332	1.87	0.066	0.14	0.5	70591	-
rs985254	rs158836	0.528	4.66	0.142	0.34	0.68	71900	-
rs985254	rs158842	0.609	8.55	0.292	0.46	0.72	75529	-
rs985254	rs158845	0.615	8.83	0.303	0.47	0.73	76247	-
rs985254	rs166078	0.609	8.55	0.292	0.46	0.72	77005	-
rs985254	rs149402	0.551	5.16	0.17	0.36	0.69	77224	-
rs985254	rs566509	0.298	0.16	0.006	0.03	0.71	81348	-
rs985254	rs158850	0.62	5.19	0.18	0.41	0.76	86181	-
rs985254	rs6893725	0.12	0.09	0.003	0.01	0.44	86605	-
rs985254	rs17062147	0.298	0.16	0.006	0.03	0.71	87678	-
rs985254	rs158851	0.483	5.74	0.213	0.33	0.6	88315	-
rs985254	rs158829	0.441	0.76	0.028	0.09	0.71	91618	-
rs985254	rs537788	0.255	1.62	0.064	0.09	0.4	92454	-
rs985254	rs424217	0.563	4.4	0.159	0.36	0.71	100491	-
rs985254	rs509502	0.417	3.17	0.13	0.23	0.56	101039	-
rs985254	rs292404	0.441	0.76	0.028	0.09	0.71	103329	-
rs985254	rs292406	0.545	3.85	0.145	0.33	0.7	104748	-
rs985254	rs3133041	0.47	0.9	0.036	0.11	0.73	106075	-
rs985254	rs558968	0.38	2.54	0.108	0.19	0.53	112727	-
rs985254	rs10057965	0.122	0.09	0.004	0.01	0.43	122457	-
rs985254	rs531314	0.78	1.24	0.057	0.21	0.94	127269	-
rs985254	rs489835	0.144	0.22	0.009	0.01	0.38	129450	-
rs985254	rs4869096	0.143	0.07	0.003	0.01	0.53	139700	-
rs985254	rs516512	0.028	0.0	0.0	0.0	0.41	140284	-
rs985254	rs520002	0.015	0.0	0.0	-0.01	0.22	140628	-
rs985254	rs13328108	0.555	0.6	0.03	0.09	0.84	142234	-
rs985254	rs497083	0.068	0.1	0.004	0.0	0.25	143291	-
rs985254	rs580015	0.183	0.6	0.022	0.03	0.36	146509	-
rs985254	rs10515864	0.327	0.34	0.015	0.04	0.66	155504	-
rs985254	rs17610788	0.023	0.01	0.0	0.0	0.29	168116	-
rs985254	rs642305	0.011	0.0	0.0	-0.01	0.23	169352	-
rs985254	rs17538699	0.088	0.03	0.001	0.0	0.49	172782	-
rs10037424	rs294588	1.0	1.23	0.024	0.2	1.0	905	180.04
rs10037424	rs294587	1.0	2.81	0.098	0.49	1.0	1448	-
rs10037424	rs6862542	1.0	2.28	0.082	0.41	1.0	10739	-
rs10037424	rs294580	1.0	0.68	0.02	0.1	0.99	16440	-
rs10037424	rs6876181	0.666	0.09	0.007	0.04	0.96	23725	-
rs10037424	rs1432655	1.0	1.75	0.052	0.31	1.0	31172	-
rs10037424	rs1433781	1.0	1.75	0.052	0.31	1.0	36399	-
rs10037424	rs17668553	1.0	0.22	0.002	0.05	0.97	40254	-
rs10037424	rs159199	0.447	0.16	0.005	0.04	0.86	43487	-
rs10037424	rs292410	0.72	0.93	0.03	0.15	0.92	45775	-
rs10037424	rs6878378	1.0	0.66	0.007	0.1	0.99	48334	-
rs10037424	rs3849745	0.772	1.43	0.045	0.24	0.94	60991	-
rs10037424	rs6880977	0.772	1.43	0.045	0.24	0.94	61513	-
rs10037424	rs3910253	0.674	0.67	0.022	0.11	0.91	63642	-
rs10037424	rs10070913	1.0	0.41	0.005	0.07	0.98	65638	-
rs10037424	rs3910251	0.701	0.81	0.026	0.13	0.92	68911	-
rs10037424	rs693845	0.701	0.81	0.026	0.13	0.92	70332	-
rs10037424	rs158836	1.0	1.04	0.017	0.16	0.99	71641	-
rs10037424	rs158842	1.0	1.58	0.025	0.28	1.0	75270	-
rs10037424	rs158845	1.0	1.31	0.026	0.22	1.0	75988	-
rs10037424	rs166078	1.0	1.58	0.025	0.28	1.0	76746	-
rs10037424	rs149402	1.0	1.12	0.018	0.18	0.99	76965	-
rs10037424	rs566509	1.0	0.33	0.004	0.06	0.98	81089	-
rs10037424	rs158850	1.0	0.92	0.015	0.14	0.99	85922	-
rs10037424	rs6893725	1.0	0.64	0.007	0.09	0.99	86346	-
rs10037424	rs17062147	1.0	0.33	0.004	0.06	0.98	87419	-
rs10037424	rs158851	1.0	1.82	0.029	0.33	1.0	88056	-
rs10037424	rs158829	1.0	0.4	0.008	0.07	0.98	91359	-
rs10037424	rs537788	1.0	1.65	0.031	0.29	1.0	92195	-
rs10037424	rs424217	1.0	1.0	0.016	0.15	0.99	100232	-
rs10037424	rs509502	1.0	2.23	0.043	0.4	1.0	100780	-
rs10037424	rs292404	1.0	0.4	0.008	0.07	0.98	103070	-
rs10037424	rs292406	1.0	0.99	0.016	0.15	0.99	104489	-
rs10037424	rs3133041	1.0	0.46	0.009	0.07	0.98	105816	-
rs10037424	rs558968	1.0	2.23	0.043	0.4	1.0	112468	-
rs10037424	rs10057965	1.0	0.78	0.013	0.12	0.99	122198	-
rs10037424	rs531314	1.0	0.28	0.003	0.05	0.98	127010	-
rs10037424	rs489835	1.0	0.32	0.024	0.06	0.98	129191	-
rs10037424	rs4869096	0.823	0.1	0.005	0.04	0.97	139441	-
rs10037424	rs516512	0.67	0.08	0.005	0.04	0.96	140025	-
rs10037424	rs520002	0.376	0.1	0.003	0.03	0.85	140369	-
rs10037424	rs13328108	1.0	0.47	0.005	0.07	0.98	141975	-
rs10037424	rs497083	0.555	0.31	0.014	0.06	0.88	143032	-
rs10037424	rs580015	1.0	1.01	0.036	0.16	0.99	146250	-
rs10037424	rs10515864	0.701	0.07	0.004	0.04	0.97	155245	-
rs10037424	rs17610788	0.209	0.02	0.001	0.02	0.84	167857	-
rs10037424	rs642305	0.464	0.18	0.008	0.04	0.87	169093	-
rs10037424	rs17538699	0.312	0.02	0.001	0.03	0.96	172523	-
rs294588	rs294587	0.766	14.62	0.433	0.63	0.86	543	152.57
rs294588	rs6862542	0.585	9.7	0.305	0.45	0.69	9834	-
rs294588	rs294580	0.642	11.29	0.345	0.5	0.75	15535	-
rs294588	rs6876181	1.0	8.51	0.216	0.81	1.0	22820	-
rs294588	rs1432655	0.967	16.86	0.435	0.85	1.0	30267	-
rs294588	rs1433781	0.967	16.86	0.435	0.85	1.0	35494	-
rs294588	rs17668553	0.635	0.49	0.013	0.08	0.9	39349	-
rs294588	rs159199	0.513	7.52	0.249	0.37	0.63	42582	-
rs294588	rs292410	0.686	5.73	0.196	0.48	0.82	44870	-
rs294588	rs6878378	0.254	0.15	0.007	0.02	0.66	47429	-
rs294588	rs3849745	0.811	6.91	0.211	0.6	0.92	60086	-
rs294588	rs6880977	0.811	6.91	0.211	0.6	0.92	60608	-
rs294588	rs3910253	0.542	4.77	0.144	0.35	0.69	62737	-
rs294588	rs10070913	0.015	0.0	0.0	0.01	0.63	64733	-
rs294588	rs3910251	0.515	4.02	0.119	0.31	0.67	68006	-
rs294588	rs693845	0.515	4.02	0.119	0.31	0.67	69427	-
rs294588	rs158836	0.662	10.07	0.296	0.51	0.78	70736	-
rs294588	rs158842	0.592	10.67	0.337	0.46	0.69	74365	-
rs294588	rs158845	0.587	10.19	0.325	0.45	0.69	75083	-
rs294588	rs166078	0.592	10.67	0.337	0.46	0.69	75841	-
rs294588	rs149402	0.6	8.44	0.266	0.45	0.72	76060	-
rs294588	rs566509	0.02	0.0	0.0	0.01	0.59	80184	-
rs294588	rs158850	0.626	7.48	0.243	0.46	0.75	85017	-
rs294588	rs6893725	0.13	0.13	0.005	0.01	0.42	85441	-
rs294588	rs17062147	0.02	0.0	0.0	0.01	0.59	86514	-
rs294588	rs158851	0.573	8.21	0.272	0.43	0.69	87151	-
rs294588	rs158829	0.299	0.27	0.01	0.03	0.65	90454	-
rs294588	rs537788	0.414	3.83	0.132	0.25	0.55	91290	-
rs294588	rs424217	0.584	6.77	0.226	0.41	0.71	99327	-
rs294588	rs509502	0.595	5.66	0.2	0.41	0.73	99875	-
rs294588	rs292404	0.299	0.27	0.01	0.03	0.65	102165	-
rs294588	rs292406	0.57	6.09	0.21	0.39	0.71	103584	-
rs294588	rs3133041	0.311	0.3	0.012	0.03	0.65	104911	-
rs294588	rs558968	0.557	4.79	0.176	0.36	0.7	111563	-
rs294588	rs10057965	0.095	0.04	0.002	0.0	0.47	121293	-
rs294588	rs531314	0.348	0.34	0.015	0.04	0.69	126105	-
rs294588	rs489835	0.181	0.35	0.011	0.02	0.41	128286	-
rs294588	rs4869096	0.214	0.15	0.005	0.02	0.58	138536	-
rs294588	rs516512	0.054	0.01	0.0	0.0	0.43	139120	-
rs294588	rs520002	0.017	0.0	0.0	0.0	0.31	139464	-
rs294588	rs13328108	0.335	0.22	0.008	0.03	0.72	141070	-
rs294588	rs497083	0.127	0.28	0.01	0.01	0.32	142127	-
rs294588	rs580015	0.215	0.71	0.023	0.04	0.4	145345	-
rs294588	rs10515864	0.419	0.53	0.018	0.06	0.73	154340	-
rs294588	rs17610788	0.06	0.02	0.001	0.0	0.4	166952	-
rs294588	rs642305	0.072	0.07	0.003	0.0	0.29	168188	-
rs294588	rs17538699	0.163	0.1	0.004	0.01	0.54	171618	-
rs294587	rs6862542	1.0	36.21	0.831	0.94	1.0	9291	206.34
rs294587	rs294580	0.814	21.71	0.584	0.7	0.89	14992	-
rs294587	rs6876181	1.0	6.29	0.16	0.75	1.0	22277	-
rs294587	rs1432655	0.677	4.79	0.158	0.45	0.82	29724	-
rs294587	rs1433781	0.677	4.79	0.158	0.45	0.82	34951	-
rs294587	rs17668553	0.474	0.18	0.005	0.04	0.87	38806	-
rs294587	rs159199	0.759	13.79	0.402	0.62	0.86	42039	-
rs294587	rs292410	0.709	5.13	0.155	0.48	0.85	44327	-
rs294587	rs6878378	0.855	2.47	0.056	0.42	0.96	46886	-
rs294587	rs3849745	0.699	3.88	0.116	0.43	0.85	59543	-
rs294587	rs6880977	0.699	3.88	0.116	0.43	0.85	60065	-
rs294587	rs3910253	0.797	8.43	0.23	0.61	0.9	62194	-
rs294587	rs10070913	1.0	2.71	0.046	0.49	1.0	64190	-
rs294587	rs3910251	0.785	7.64	0.204	0.58	0.9	67463	-
rs294587	rs693845	0.785	7.64	0.204	0.58	0.9	68884	-
rs294587	rs158836	0.584	10.36	0.312	0.45	0.69	70193	-
rs294587	rs158842	0.477	5.14	0.162	0.31	0.61	73822	-
rs294587	rs158845	0.499	5.44	0.174	0.33	0.63	74540	-
rs294587	rs166078	0.477	5.14	0.162	0.31	0.61	75298	-
rs294587	rs149402	0.539	9.35	0.291	0.41	0.65	75517	-
rs294587	rs566509	0.132	0.11	0.004	0.01	0.46	79641	-
rs294587	rs158850	0.544	7.61	0.248	0.39	0.67	84474	-
rs294587	rs6893725	0.353	0.32	0.009	0.04	0.7	84898	-
rs294587	rs17062147	0.132	0.11	0.004	0.01	0.46	85971	-
rs294587	rs158851	0.456	3.97	0.127	0.27	0.61	86608	-
rs294587	rs158829	0.283	0.19	0.007	0.03	0.67	89911	-
rs294587	rs537788	0.52	4.6	0.154	0.33	0.67	90747	-
rs294587	rs424217	0.488	6.43	0.214	0.34	0.61	98784	-
rs294587	rs509502	0.388	1.8	0.063	0.16	0.58	99332	-
rs294587	rs292404	0.283	0.19	0.007	0.03	0.67	101622	-
rs294587	rs292406	0.504	6.66	0.222	0.35	0.63	103041	-
rs294587	rs3133041	0.329	0.28	0.01	0.03	0.69	104368	-
rs294587	rs558968	0.388	1.8	0.063	0.16	0.58	111020	-
rs294587	rs10057965	0.596	1.59	0.047	0.22	0.81	120750	-
rs294587	rs531314	1.0	1.81	0.031	0.33	1.0	125562	-
rs294587	rs489835	0.485	1.92	0.058	0.21	0.69	127743	-
rs294587	rs4869096	0.246	0.17	0.005	0.02	0.62	137993	-
rs294587	rs516512	0.659	1.75	0.051	0.26	0.86	138577	-
rs294587	rs520002	0.285	0.56	0.019	0.04	0.54	138921	-
rs294587	rs13328108	0.217	0.08	0.003	0.02	0.69	140527	-
rs294587	rs497083	0.285	1.0	0.037	0.07	0.48	141584	-
rs294587	rs580015	0.45	2.37	0.075	0.22	0.63	144802	-
rs294587	rs10515864	0.271	0.17	0.006	0.02	0.66	153797	-
rs294587	rs17610788	0.065	0.1	0.003	0.0	0.24	166409	-
rs294587	rs642305	0.267	0.71	0.029	0.05	0.49	167645	-
rs294587	rs17538699	0.592	1.16	0.035	0.16	0.83	171075	-
rs6862542	rs294580	0.691	15.99	0.45	0.57	0.78	5701	158.64
rs6862542	rs6876181	1.0	7.39	0.192	0.78	1.0	12986	-
rs6862542	rs1432655	0.509	2.96	0.107	0.28	0.68	20433	-
rs6862542	rs1433781	0.509	2.96	0.107	0.28	0.68	25660	-
rs6862542	rs17668553	0.581	0.36	0.01	0.06	0.89	29515	-
rs6862542	rs159199	0.648	11.61	0.353	0.51	0.75	32748	-
rs6862542	rs292410	0.755	7.13	0.211	0.55	0.87	35036	-
rs6862542	rs6878378	0.42	0.53	0.016	0.06	0.73	37595	-
rs6862542	rs3849745	0.743	5.26	0.158	0.51	0.87	50252	-
rs6862542	rs6880977	0.743	5.26	0.158	0.51	0.87	50774	-
rs6862542	rs3910253	0.676	6.61	0.2	0.48	0.81	52903	-
rs6862542	rs10070913	0.463	0.36	0.012	0.05	0.81	54899	-
rs6862542	rs3910251	0.693	6.45	0.192	0.49	0.82	58172	-
rs6862542	rs693845	0.693	6.45	0.192	0.49	0.82	59593	-
rs6862542	rs158836	0.543	7.33	0.224	0.39	0.67	60902	-
rs6862542	rs158842	0.522	7.1	0.233	0.37	0.64	64531	-
rs6862542	rs158845	0.541	7.45	0.246	0.39	0.66	65249	-
rs6862542	rs166078	0.522	7.1	0.233	0.37	0.64	66007	-
rs6862542	rs149402	0.574	8.76	0.273	0.43	0.69	66226	-
rs6862542	rs566509	0.206	0.2	0.007	0.02	0.55	70350	-
rs6862542	rs158850	0.588	7.25	0.241	0.42	0.72	75183	-
rs6862542	rs6893725	0.087	0.02	0.001	0.01	0.51	75607	-
rs6862542	rs17062147	0.206	0.2	0.007	0.02	0.55	76680	-
rs6862542	rs158851	0.475	5.04	0.166	0.31	0.61	77317	-
rs6862542	rs158829	0.244	0.17	0.006	0.02	0.62	80620	-
rs6862542	rs537788	0.468	4.26	0.15	0.29	0.61	81456	-
rs6862542	rs424217	0.522	5.95	0.203	0.36	0.65	89493	-
rs6862542	rs509502	0.402	2.26	0.082	0.19	0.57	90041	-
rs6862542	rs292404	0.244	0.17	0.006	0.02	0.62	92331	-
rs6862542	rs292406	0.54	6.2	0.212	0.37	0.67	93750	-
rs6862542	rs3133041	0.299	0.28	0.01	0.03	0.65	95077	-
rs6862542	rs558968	0.402	2.26	0.082	0.19	0.57	101729	-
rs6862542	rs10057965	0.364	0.74	0.021	0.07	0.62	111459	-
rs6862542	rs531314	0.648	0.55	0.015	0.09	0.9	116271	-
rs6862542	rs489835	0.366	1.16	0.04	0.1	0.58	118452	-
rs6862542	rs4869096	0.1	0.03	0.001	0.01	0.54	128702	-
rs6862542	rs516512	0.519	1.25	0.038	0.16	0.75	129286	-
rs6862542	rs520002	0.167	0.23	0.008	0.01	0.43	129630	-
rs6862542	rs13328108	0.117	0.02	0.001	0.01	0.66	131236	-
rs6862542	rs497083	0.136	0.28	0.01	0.01	0.34	132293	-
rs6862542	rs580015	0.292	1.15	0.038	0.08	0.48	135511	-
rs6862542	rs10515864	0.088	0.02	0.001	0.01	0.56	144506	-
rs6862542	rs17610788	0.117	0.28	0.009	0.01	0.3	157118	-
rs6862542	rs642305	0.128	0.22	0.008	0.01	0.34	158354	-
rs6862542	rs17538699	0.426	0.69	0.021	0.08	0.71	161784	-
rs294580	rs6876181	1.0	7.01	0.181	0.77	1.0	7285	152.66
rs294580	rs1432655	0.96	12.54	0.359	0.81	0.99	14732	-
rs294580	rs1433781	0.96	12.54	0.359	0.81	0.99	19959	-
rs294580	rs17668553	0.489	0.71	0.028	0.09	0.78	23814	-
rs294580	rs159199	0.632	10.53	0.315	0.49	0.74	27047	-
rs294580	rs292410	0.956	11.59	0.32	0.8	0.99	29335	-
rs294580	rs6878378	0.657	1.16	0.037	0.18	0.87	31894	-
rs294580	rs3849745	1.0	10.84	0.269	0.85	1.0	44551	-
rs294580	rs6880977	1.0	10.84	0.269	0.85	1.0	45073	-
rs294580	rs3910253	1.0	17.98	0.412	0.9	1.0	47202	-
rs294580	rs10070913	1.0	3.11	0.053	0.54	1.0	49198	-
rs294580	rs3910251	1.0	16.64	0.376	0.89	1.0	52471	-
rs294580	rs693845	1.0	16.64	0.376	0.89	1.0	53892	-
rs294580	rs158836	0.639	11.16	0.331	0.5	0.75	55201	-
rs294580	rs158842	0.424	4.62	0.145	0.27	0.56	58830	-
rs294580	rs158845	0.417	4.36	0.138	0.26	0.55	59548	-
rs294580	rs166078	0.424	4.62	0.145	0.27	0.56	60306	-
rs294580	rs149402	0.563	9.1	0.28	0.42	0.68	60525	-
rs294580	rs566509	0.667	2.09	0.08	0.29	0.86	64649	-
rs294580	rs158850	0.574	7.43	0.243	0.41	0.7	69482	-
rs294580	rs6893725	0.021	0.0	0.0	0.0	0.32	69906	-
rs294580	rs17062147	0.667	2.09	0.08	0.29	0.86	70979	-
rs294580	rs158851	0.563	6.66	0.22	0.4	0.69	71616	-
rs294580	rs158829	0.353	1.2	0.049	0.1	0.57	74919	-
rs294580	rs537788	0.751	11.95	0.363	0.6	0.85	75755	-
rs294580	rs424217	0.511	6.17	0.207	0.35	0.64	83792	-
rs294580	rs509502	0.68	6.5	0.219	0.49	0.81	84340	-
rs294580	rs292404	0.353	1.2	0.049	0.1	0.57	86630	-
rs294580	rs292406	0.534	6.72	0.225	0.38	0.66	88049	-
rs294580	rs3133041	0.298	0.91	0.039	0.07	0.51	89376	-
rs294580	rs558968	0.68	6.5	0.219	0.49	0.81	96028	-
rs294580	rs10057965	0.032	0.0	0.0	0.0	0.46	105758	-
rs294580	rs531314	1.0	2.08	0.035	0.38	1.0	110570	-
rs294580	rs489835	0.387	1.39	0.042	0.13	0.6	112751	-
rs294580	rs4869096	0.034	0.0	0.0	0.0	0.51	123001	-
rs294580	rs516512	0.627	1.94	0.052	0.27	0.82	123585	-
rs294580	rs520002	0.37	1.08	0.037	0.1	0.59	123929	-
rs294580	rs13328108	0.152	0.04	0.001	0.01	0.67	125535	-
rs294580	rs497083	0.308	1.26	0.049	0.09	0.5	126592	-
rs294580	rs580015	0.406	2.03	0.069	0.18	0.59	129810	-
rs294580	rs10515864	0.094	0.02	0.001	0.01	0.56	138805	-
rs294580	rs17610788	0.028	0.01	0.001	-0.01	0.23	151417	-
rs294580	rs642305	0.313	1.15	0.044	0.09	0.51	152653	-
rs294580	rs17538699	0.653	1.68	0.048	0.25	0.85	156083	-
rs6876181	rs1432655	0.963	14.47	0.43	0.83	1.0	7447	190.54
rs6876181	rs1433781	0.963	14.47	0.43	0.83	1.0	12674	-
rs6876181	rs17668553	0.14	0.08	0.003	0.01	0.53	16529	-
rs6876181	rs159199	0.691	3.69	0.109	0.41	0.85	19762	-
rs6876181	rs292410	0.786	8.76	0.32	0.61	0.89	22050	-
rs6876181	rs6878378	1.0	0.96	0.067	0.15	0.99	24609	-
rs6876181	rs3849745	0.637	7.36	0.273	0.47	0.76	37266	-
rs6876181	rs6880977	0.637	7.36	0.273	0.47	0.76	37788	-
rs6876181	rs3910253	0.532	3.71	0.124	0.32	0.69	39917	-
rs6876181	rs10070913	1.0	0.82	0.041	0.13	0.99	41913	-
rs6876181	rs3910251	0.518	3.74	0.129	0.31	0.68	45186	-
rs6876181	rs693845	0.518	3.74	0.129	0.31	0.68	46607	-
rs6876181	rs158836	0.483	1.2	0.034	0.14	0.72	47916	-
rs6876181	rs158842	0.643	2.58	0.093	0.33	0.82	51545	-
rs6876181	rs158845	0.64	2.51	0.094	0.32	0.82	52263	-
rs6876181	rs166078	0.643	2.58	0.093	0.33	0.82	53021	-
rs6876181	rs149402	0.567	1.67	0.051	0.22	0.78	53240	-
rs6876181	rs566509	0.79	0.22	0.02	0.06	0.97	57364	-
rs6876181	rs158850	0.673	1.9	0.061	0.28	0.86	62197	-
rs6876181	rs6893725	1.0	0.79	0.065	0.13	0.99	62621	-
rs6876181	rs17062147	0.79	0.22	0.02	0.06	0.97	63694	-
rs6876181	rs158851	0.631	2.92	0.104	0.34	0.8	64331	-
rs6876181	rs158829	0.115	0.01	0.001	0.02	0.8	67634	-
rs6876181	rs537788	0.464	1.6	0.061	0.17	0.67	68470	-
